headline,source
"""סמל ראוי לערכיו"": נחנך גשר חדש לזכרו של אל״מ אסף חממי - הקצין הבכיר ביותר שנפל ב-7.10",IsraelHayom
מנדלבליט ביקש צו שיאסור את פרסום ההקלטות של עמית סגל - ובקשתו נדחתה,IsraelHayom
"למרות התבוסות הצפויות, רן בן שמעון מכוון להראות את הטוב שבנבחרת ישראל",IsraelHayom
המשרד להגנת הסביבה הוציא צו נגד מפעל בטון בירושלים שגרם זיהום אוויר חמור,IsraelHayom
עיתונאי עזתי הביע ביקורת על חמאס - ונעצר על ידי ארגון הטרור,IsraelHayom
גורם בכיר בממשל ביידן חושף: 90% מהעסקה כבר סוכם - ישראל הסכימה לדלל כוחות בציר פילדלפי,IsraelHayom
מילון כזבי עסקת החטופים,IsraelHayom
"""עד היום לא הציגו הוכחה שביבי הביא אותי. והם קוראים לעצמם עיתונאים?""",IsraelHayom
על הראש של ארדואן: המאזן של הספורטאים הישראלים מול הטורקים בפריז 2024,IsraelHayom
"בצפון, ביו""ש וברצועה: כך נכריע בכלל החזיתות",IsraelHayom
"ראש עיריית מדריד נגד ויניסיוס: ""לא נוכל לעמוד לצידו, הוא צריך להתנצל""",IsraelHayom
"מבצע ""מחנות קיץ"": ""הם זרקו מטען, תהרוג כמה שיותר מהם"" - 20 מחבלים חוסלו מהאוויר ביו""ש",IsraelHayom
"כוכב ""המירוץ למיליון"" מצא אהבה",IsraelHayom
מדליה היסטורית לישראל: נבחרת הכדורשער זכתה בכסף במשחקים הפראלימפיים,IsraelHayom
מסמכי ה-FBI חושפים: כך התכוונה רוסיה לתמרן את דעת הקהל בישראל,IsraelHayom
דיווח: סינוואר תכנן לברוח עם חטופים ומנהיגי חמאס לאיראן,IsraelHayom
"ראש ממשלת ספרד בנאום חריף: ""נמשיך לתמוך באונר""א ונפעיל לחץ בינלאומי על נתניהו""",IsraelHayom
עם ארונות מכוסים דגלי ישראל ובחולצות צהובות: המונים מפגינים ברחבי הארץ למען החזרת החטופים,IsraelHayom
"האחראי מטעם חמאס על המו""מ: ""התנאים לעסקת חטופים - סיום המלחמה ונסיגה מלאה מעזה""",IsraelHayom
